repo_id,full_name,language,track,target_date,commit_sha,total_loc,n_files,n_parse_errors,n_classes,n_methods,n_god_class,n_data_class,n_feature_envy,n_brain_method,design_smell_count,design_smell_density_per_kloc,implementation_smell_count,implementation_smell_density_per_kloc,status
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2024-07-13T14:58:42+00:00,40e8976079b75be9a4faae9caf37f27219c83a11,24981,199,0,154,929,6,26,36,36,32,1.2809735398903166,72,2.8821904647532124,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2024-08-13T14:58:42+00:00,933de42abcf8edff122c7ebd711442dbb3f221f0,24975,199,0,154,929,6,26,37,36,32,1.2812812812812813,73,2.9229229229229228,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2024-09-13T14:58:42+00:00,b30ba2c1f5219e32a59693e0cea5fa2549d37109,25000,200,0,155,931,6,26,37,36,32,1.28,73,2.92,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2024-10-13T14:58:42+00:00,b30ba2c1f5219e32a59693e0cea5fa2549d37109,25000,200,0,155,931,6,26,37,36,32,1.28,73,2.92,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2024-11-13T14:58:42+00:00,a8579c7bbc313a73e8f6e000f959c344afb11c90,25000,200,0,155,931,6,26,37,36,32,1.28,73,2.92,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2024-12-13T14:58:42+00:00,e958b025fb2a856b8b1d17f772329d014b92858a,24995,200,0,155,931,6,26,37,38,32,1.280256051210242,75,3.000600120024005,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2025-01-13T14:58:42+00:00,7e2c8dc047f93b79db48929f92c2aa129ca331f7,24972,200,0,155,931,6,26,37,38,32,1.281435207432324,75,3.0033637674195095,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2025-02-13T14:58:42+00:00,2c1156658ed7dd3a2cfbc1b5f21a674b13437b97,24972,200,0,155,931,6,26,37,38,32,1.281435207432324,75,3.0033637674195095,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2025-03-13T14:58:42+00:00,860e1e9417d1822aad005d7ce85d3685d729218a,24972,200,0,155,931,6,26,37,38,32,1.281435207432324,75,3.0033637674195095,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2025-04-13T14:58:42+00:00,7a4b9962ae8a753236f1f16445ad00abb383a7a1,24987,200,0,155,931,6,26,37,38,32,1.280665946292072,75,3.001560811622044,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2025-04-20T14:58:42+00:00,a0f608109c832293bda4f4e3377f5fdb6fe6b169,24984,199,0,154,929,7,26,36,38,33,1.3208453410182517,74,2.9618956131924428,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2025-04-27T14:58:42+00:00,444cd37c6ac1659164fd5fdf5474903246115224,24984,199,0,154,929,7,26,36,38,33,1.3208453410182517,74,2.9618956131924428,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2025-05-04T14:58:42+00:00,dc3b5c7edadc112ea1d74a203618ca0a27dec450,24984,199,0,154,929,7,26,36,38,33,1.3208453410182517,74,2.9618956131924428,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A2,2025-05-11T14:58:42+00:00,c722c246b12da36e1731da3d7c7f5f3cc1cd28ef,24984,199,0,154,929,7,26,36,38,33,1.3208453410182517,74,2.9618956131924428,ok
